Zip,State,Municipality,Metro,County ,Year,Value,Population
28038,NC,Earl,"Shelby, NC",Cleveland County,2011,0,16845
28040,NC,Ellenboro,"Forest City, NC",Rutherford County,2011,80870.51573,7233
28042,NC,0,"Shelby, NC",Cleveland County,2011,0,7233
28043,NC,Forest City,"Forest City, NC",Rutherford County,2011,79434.43301,22079
28052,NC,Gastonia,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2011,72826.75763,35311
28054,NC,Gastonia,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2011,105116.9226,34178
28056,NC,Gastonia,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2011,159105.8823,32912
28071,NC,Gold Hill,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2011,139709.1123,3394
28073,NC,Grover,"Shelby, NC",Cleveland County,2011,85184.25354,5101
28075,NC,Harrisburg,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,2011,227883.1936,15552
28078,NC,Huntersville,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,227331.1209,50130
28079,NC,Lake Park,"Charlotte-Concord-Gastonia, NC-SC",Union County,2011,178758.5123,31490
28080,NC,Iron Station,"Charlotte-Concord-Gastonia, NC-SC",Lincoln County,2011,180770.0338,7704
28081,NC,Kannapolis,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,2011,111908.3787,23609
28083,NC,Kannapolis,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,2011,90664.69699,24214
28086,NC,Kings Mountain,"Shelby, NC",Cleveland County,2011,106478.072,25904
28088,NC,Landis,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2011,101161.5363,2905
28090,NC,0,"Shelby, NC",Cleveland County,2011,84564.17364,8824
28091,NC,Lilesville,"Charlotte-Concord-Gastonia, NC-SC",Anson County,2011,37082.21033,2472
28092,NC,Lincolnton,"Charlotte-Concord-Gastonia, NC-SC",Lincoln County,2011,117139.4148,38171
28097,NC,0,"Albemarle, NC",Stanly County,2011,163262.6397,6106
28098,NC,Lowell,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2011,102795.2279,3613
28101,NC,Mc Adenville,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2011,0,542
28103,NC,Marshville,"Charlotte-Concord-Gastonia, NC-SC",Union County,2011,126513.6891,10412
28104,NC,Indian Trail,"Charlotte-Concord-Gastonia, NC-SC",Union County,2011,254702.4,27358
28105,NC,Matthews,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,189886.6557,38946
28107,NC,Midland,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,2011,169321.0517,6699
28110,NC,Monroe,"Charlotte-Concord-Gastonia, NC-SC",Union County,2011,149064.9377,49679
28112,NC,Monroe,"Charlotte-Concord-Gastonia, NC-SC",Union County,2011,133783.3131,25201
28114,NC,Mooresboro,"Forest City, NC",Rutherford County,2011,70492.49638,6767
28115,NC,Mooresville,"Charlotte-Concord-Gastonia, NC-SC",Iredell County,2011,186194.6465,33002
28117,NC,Mooresville,"Charlotte-Concord-Gastonia, NC-SC",Iredell County,2011,307295.4817,34776
28119,NC,Morven,"Charlotte-Concord-Gastonia, NC-SC",Anson County,2011,34429.73291,2822
28120,NC,Mount Holly,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2011,148166.0475,20853
28124,NC,Mount Pleasant,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,2011,150522.9026,6217
28125,NC,Mount Ulla,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2011,200033.013,2522
28127,NC,New London,"Albemarle, NC",Stanly County,2011,143713.1601,7898
28128,NC,Norwood,"Albemarle, NC",Stanly County,2011,0,6411
28129,NC,Oakboro,"Albemarle, NC",Stanly County,2011,0,5528
28133,NC,Peachland,"Charlotte-Concord-Gastonia, NC-SC",Anson County,2011,76134.75922,2779
28134,NC,Pineville,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,163110.7075,9415
28135,NC,0,"Charlotte-Concord-Gastonia, NC-SC",Anson County,2011,61924.41719,5739
28136,NC,Polkville,"Shelby, NC",Cleveland County,2011,0,5739
28137,NC,Richfield,"Albemarle, NC",Stanly County,2011,141795.2098,2743
28138,NC,Rockwell,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2011,121660.7277,10797
28139,NC,Rutherfordton,"Forest City, NC",Rutherford County,2011,118529.0543,19040
28144,NC,Salisbury,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2011,92750.23567,24273
28146,NC,Salisbury,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2011,135459.5626,26757
28147,NC,Salisbury,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2011,131464.067,26553
28150,NC,0,"Shelby, NC",Cleveland County,2011,95505.16069,27238
28152,NC,Shelby,"Shelby, NC",Cleveland County,2011,99414.32194,25862
28159,NC,Spencer,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2011,60863.60406,3204
28160,NC,Spindale,"Forest City, NC",Rutherford County,2011,53677.86265,3890
28163,NC,Stanfield,"Albemarle, NC",Stanly County,2011,0,5602
28164,NC,Stanley,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2011,151735.0128,12633
28166,NC,Troutman,"Charlotte-Concord-Gastonia, NC-SC",Iredell County,2011,189887.7121,8483
28167,NC,Union Mills,"Forest City, NC",Rutherford County,2011,106857.6053,2933
28168,NC,Vale,"Hickory-Lenoir-Morganton, NC",Catawba County,2011,113255.2759,10767
28170,NC,Wadesboro,"Charlotte-Concord-Gastonia, NC-SC",Anson County,2011,43705.50976,12242
28173,NC,Waxhaw,"Charlotte-Concord-Gastonia, NC-SC",Union County,2011,284582.5272,43243
28174,NC,Wingate,"Charlotte-Concord-Gastonia, NC-SC",Union County,2011,116862.6179,8562
28202,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,262398.5429,8504
28203,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,304475.0763,11010
28204,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,316914.3986,4801
28205,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,154853.958,42087
28206,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,82046.82578,10561
28207,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,793689.7639,8682
28208,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,70796.21177,34533
28209,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,250189.3066,20372
28210,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,229014.825,42607
28211,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,347369.7944,27899
28212,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,96056.5536,36215
28213,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,116476.6968,36581
28214,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,106332.7777,33949
28215,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,112251.7381,52280
28216,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,99075.7334,46512
28217,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,88751.77418,26328
28226,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,269718.0662,36210
28227,NC,Mint Hill,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,139607.8774,49700
28262,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,133380.0117,37701
28269,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,138457.4692,72763
28270,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,259503.2035,31781
28273,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,140540.4819,30552
28277,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,244608.4362,59073
28278,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,218358.0859,19437
28301,NC,Fayetteville,"Fayetteville, NC",Cumberland County,2011,57523.57763,18099
28303,NC,Fayetteville,"Fayetteville, NC",Cumberland County,2011,127190.7965,29557
28304,NC,Fayetteville,"Fayetteville, NC",Cumberland County,2011,115662.4779,37548
28305,NC,Fayetteville,"Fayetteville, NC",Cumberland County,2011,167577.1806,5905
28306,NC,Fayetteville,"Fayetteville, NC",Cumberland County,2011,145008.4115,38952
28311,NC,Fayetteville,"Fayetteville, NC",Cumberland County,2011,151730.9053,32264
28312,NC,Fayetteville,"Fayetteville, NC",Cumberland County,2011,132408.2608,17191
28314,NC,Fayetteville,"Fayetteville, NC",Cumberland County,2011,127247.4044,52631
28315,NC,Aberdeen,"Pinehurst-Southern Pines, NC",Moore County,2011,163042.843,11334
28318,NC,Autryville,0,Sampson County,2011,96294.91944,4661
28320,NC,Bladenboro,0,Bladen County,2011,82889.61283,9568
28323,NC,Linden,"Fayetteville, NC",Harnett County,2011,130691.7235,3023
28326,NC,Cameron,"Fayetteville, NC",Harnett County,2011,171689.6573,16398
28327,NC,Carthage,"Pinehurst-Southern Pines, NC",Moore County,2011,201769.1011,14781
28328,NC,Clinton,0,Sampson County,2011,80600.88556,27004
28333,NC,Dudley,"Goldsboro, NC",Wayne County,2011,60646.50972,11539
28334,NC,Dunn,"Fayetteville, NC",Harnett County,2011,101673.102,25003
28337,NC,Elizabethtown,0,Bladen County,2011,104711.1024,10062
28338,NC,Ellerbe,"Rockingham, NC",Richmond County,2011,0,4686
28339,NC,Erwin,"Fayetteville, NC",Harnett County,2011,88601.46899,7205
28340,NC,0,"Lumberton, NC",Robeson County,2011,0,10966
28341,NC,Faison,0,Sampson County,2011,76674.83294,3940
28343,NC,Gibson,"Laurinburg, NC",Scotland County,2011,0,1670
28344,NC,Wade,"Fayetteville, NC",Cumberland County,2011,107488.9079,2659
28345,NC,Hamlet,"Rockingham, NC",Richmond County,2011,63535.17578,13108
28348,NC,Hope Mills,"Fayetteville, NC",Cumberland County,2011,145786.0334,32230
28349,NC,Kenansville,0,Duplin County,2011,99600.24055,3726
28351,NC,Laurel Hill,"Laurinburg, NC",Scotland County,2011,57615.91969,3599
28352,NC,Laurinburg,"Laurinburg, NC",Scotland County,2011,77426.84431,26513
28356,NC,Linden,"Fayetteville, NC",Cumberland County,2011,147427.2614,4919
28357,NC,Lumber Bridge,"Lumberton, NC",Robeson County,2011,109714.1053,2810
28358,NC,Lumberton,"Lumberton, NC",Robeson County,2011,0,38974
28360,NC,Lumberton,"Lumberton, NC",Robeson County,2011,0,16405
28363,NC,Wagram,"Laurinburg, NC",Scotland County,2011,0,1409
28364,NC,Maxton,"Lumberton, NC",Robeson County,2011,0,15427
28365,NC,Mount Olive,0,Duplin County,2011,87344.15178,16157
28366,NC,Newton Grove,0,Sampson County,2011,77501.52365,5650
28369,NC,Proctorville,"Lumberton, NC",Robeson County,2011,0,2425
28371,NC,Parkton,"Lumberton, NC",Robeson County,2011,106877.4868,7112
28372,NC,Pembroke,"Lumberton, NC",Robeson County,2011,0,12294
28373,NC,Pinebluff,"Pinehurst-Southern Pines, NC",Moore County,2011,136668.4203,2268
28374,NC,Pinehurst,"Pinehurst-Southern Pines, NC",Moore County,2011,298067.46,14512
28376,NC,Raeford,"Fayetteville, NC",Hoke County,2011,159557.2598,36402
28377,NC,Red Springs,"Lumberton, NC",Robeson County,2011,54670.41289,13875
28379,NC,Rockingham,"Rockingham, NC",Richmond County,2011,75824.25162,26023
28382,NC,Roseboro,0,Sampson County,2011,61370.06703,8019
28383,NC,Elrod,"Lumberton, NC",Robeson County,2011,0,7074
28384,NC,Saint Pauls,"Lumberton, NC",Robeson County,2011,72565.31168,10953
28385,NC,Salemburg,0,Sampson County,2011,0,2674
28386,NC,0,"Lumberton, NC",Robeson County,2011,0,6047
28387,NC,Southern Pines,"Pinehurst-Southern Pines, NC",Moore County,2011,220613.037,14353
28390,NC,Spring Lake,"Fayetteville, NC",Harnett County,2011,135076.7587,19994
28391,NC,Stedman,"Fayetteville, NC",Cumberland County,2011,131886.8447,5619
28393,NC,Turkey,0,Sampson County,2011,0,1628
28394,NC,Vass,"Pinehurst-Southern Pines, NC",Moore County,2011,202871.1474,5255
28395,NC,Fayetteville,"Fayetteville, NC",Cumberland County,2011,121053.1931,1920
28396,NC,Wagram,"Laurinburg, NC",Scotland County,2011,92118.03749,2966
28398,NC,Warsaw,0,Duplin County,2011,85257.87156,7252
28401,NC,Wilmington,"Wilmington, NC",New Hanover County,2011,129483.0855,23560
28403,NC,Wilmington,"Wilmington, NC",New Hanover County,2011,189955.4613,35438
28405,NC,Wilmington,"Wilmington, NC",New Hanover County,2011,175933.2143,28120
28409,NC,Wilmington,"Wilmington, NC",New Hanover County,2011,244957.341,30424
28411,NC,Wilmington,"Wilmington, NC",New Hanover County,2011,227776.7311,30873
28412,NC,Wilmington,"Wilmington, NC",New Hanover County,2011,202951.6634,34822
28420,NC,Ash,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,2011,133126.6298,3881
28421,NC,Atkinson,"Wilmington, NC",Pender County,2011,89153.31759,1072
28422,NC,Bolivia,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,2011,190886.9444,6080
28423,NC,Bolton,0,Columbus County,2011,0,2366
28425,NC,Burgaw,"Wilmington, NC",Pender County,2011,115380.093,11146
28428,NC,Carolina Beach,"Wilmington, NC",New Hanover County,2011,256555.2372,5954
28429,NC,Castle Hayne,"Wilmington, NC",New Hanover County,2011,158144.929,8708
28430,NC,Cerro Gordo,0,Columbus County,2011,0,2197
28431,NC,Chadbourn,0,Columbus County,2011,95863.76707,6396
28432,NC,Clarendon,0,Columbus County,2011,0,2253
28433,NC,Clarkton,0,Bladen County,2011,76988.6108,4533
28435,NC,Currie,"Wilmington, NC",Pender County,2011,97235.9276,2563
28436,NC,Delco,0,Columbus County,2011,0,2084
28438,NC,Evergreen,0,Columbus County,2011,0,1619
28439,NC,Fair Bluff,0,Columbus County,2011,0,1351
28441,NC,Garland,0,Sampson County,2011,48903.62286,3428
28442,NC,Hallsboro,0,Columbus County,2011,0,1042
28443,NC,Hampstead,"Wilmington, NC",Pender County,2011,246095.5029,15251
28444,NC,Harrells,0,Sampson County,2011,94049.12338,2622
28445,NC,Holly Ridge,"Jacksonville, NC",Onslow County,2011,257319.1219,5642
28447,NC,Harrells,0,Bladen County,2011,79036.47774,1618
28449,NC,Kure Beach,"Wilmington, NC",New Hanover County,2011,353754.929,1513
28450,NC,Lake Waccamaw,0,Columbus County,2011,207822.698,2399
28451,NC,Leland,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,2011,219152.4442,26629
28453,NC,Magnolia,0,Duplin County,2011,0,4702
28454,NC,Maple Hill,"Jacksonville, NC",Onslow County,2011,148352.3407,2090
28455,NC,Nakina,0,Columbus County,2011,0,2223
28456,NC,Riegelwood,0,Columbus County,2011,96239.69749,3439
28457,NC,Rocky Point,"Wilmington, NC",Pender County,2011,153089.454,10327
28458,NC,Rose Hill,0,Duplin County,2011,73198.08455,5630
28460,NC,Sneads Ferry,"Jacksonville, NC",Onslow County,2011,239109.2435,7293
28461,NC,Southport,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,2011,281576.4543,14508
28462,NC,Supply,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,2011,267363.7276,12039
28463,NC,Tabor City,0,Columbus County,2011,97043.95059,9415
28464,NC,Teachey,0,Duplin County,2011,96187.76557,2689
28465,NC,Oak Island,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,2011,262803.0335,6889
28466,NC,Wallace,0,Duplin County,2011,110887.2025,10861
28467,NC,Carolina Shores,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,2011,179502.1196,8248
28468,NC,Sunset Beach,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,2011,337646.1831,4396
28469,NC,Ocean Isle Beach,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,2011,321719.5179,6803
28470,NC,Shallotte,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,2011,179146.3041,9452
28472,NC,Whiteville,0,Columbus County,2011,96439.26786,21138
28478,NC,Willard,"Wilmington, NC",Pender County,2011,88720.98794,5098
28479,NC,Winnabow,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,2011,199028.0805,5380
28480,NC,Wrightsville Beach,"Wilmington, NC",New Hanover County,2011,1012637.156,2519
28501,NC,Kinston,"Kinston, NC",Lenoir County,2011,43993.76674,21159
28504,NC,Kinston,"Kinston, NC",Lenoir County,2011,94905.75515,21027
28508,NC,Albertson,0,Duplin County,2011,0,2799
28510,NC,Minnesott Beach,"New Bern, NC",Pamlico County,2011,0,1567
28511,NC,Atlantic,"Morehead City, NC",Carteret County,2011,127599.6175,536
28512,NC,0,"Morehead City, NC",Carteret County,2011,416168.9522,3353
28513,NC,Ayden,"Greenville, NC",Pitt County,2011,113107.6424,10057
28515,NC,0,"New Bern, NC",Pamlico County,2011,0,2889
28516,NC,Beaufort,"Morehead City, NC",Carteret County,2011,203440.3978,11519
28518,NC,Beulaville,0,Duplin County,2011,114181.0205,7829
28520,NC,0,"Morehead City, NC",Carteret County,2011,145005.2741,360
28521,NC,Chinquapin,0,Duplin County,2011,100206.8986,2313
28523,NC,Cove City,"New Bern, NC",Craven County,2011,0,2474
28524,NC,0,"Morehead City, NC",Carteret County,2011,126829.2572,407
28525,NC,Deep Run,"Kinston, NC",Lenoir County,2011,72516.96422,2453
28526,NC,Dover,"New Bern, NC",Craven County,2011,76971.94889,2582
28527,NC,Ernul,"New Bern, NC",Craven County,2011,0,1247
28528,NC,Beaufort,"Morehead City, NC",Carteret County,2011,166097.6969,498
28529,NC,0,"New Bern, NC",Pamlico County,2011,0,2370
28530,NC,Grifton,"Greenville, NC",Pitt County,2011,86151.24582,6830
28531,NC,Harkers Island,"Morehead City, NC",Carteret County,2011,222464.7902,1178
28532,NC,Havelock,"New Bern, NC",Craven County,2011,134798.1382,25018
28538,NC,Hookerton,0,Greene County,2011,0,1986
28539,NC,Hubert,"Jacksonville, NC",Onslow County,2011,179790.3209,14928
28540,NC,Jacksonville,"Jacksonville, NC",Onslow County,2011,158351.3657,49662
28544,NC,Midway Park,"Jacksonville, NC",Onslow County,2011,131948.3144,5399
28546,NC,Jacksonville,"Jacksonville, NC",Onslow County,2011,169368.6675,43102
28551,NC,La Grange,"Kinston, NC",Lenoir County,2011,79794.92253,13794
28553,NC,0,"Morehead City, NC",Carteret County,2011,143661.7055,279
28555,NC,Maysville,"Jacksonville, NC",Onslow County,2011,123460.7446,4856
28556,NC,Oriental,"New Bern, NC",Pamlico County,2011,0,705
28557,NC,Morehead City,"Morehead City, NC",Carteret County,2011,214231.5854,13828
28560,NC,New Bern,"New Bern, NC",Craven County,2011,142601.2931,28526
28562,NC,Trent Woods,"New Bern, NC",Craven County,2011,174357.7992,34059
28570,NC,Newport,"Morehead City, NC",Carteret County,2011,180763.1801,21295
28571,NC,Oriental,"New Bern, NC",Pamlico County,2011,0,2637
28572,NC,Pink Hill,"Kinston, NC",Lenoir County,2011,68524.64677,6457
28573,NC,Pollocksville,"New Bern, NC",Jones County,2011,70941.50674,2605
28574,NC,Richlands,"Jacksonville, NC",Onslow County,2011,162401.041,13034
28577,NC,0,"Morehead City, NC",Carteret County,2011,95944.61318,502
28578,NC,Seven Springs,"Goldsboro, NC",Wayne County,2011,83602.14976,5974
28579,NC,Marshallberg,"Morehead City, NC",Carteret County,2011,154996.3872,443
28580,NC,Snow Hill,0,Greene County,2011,0,13148
28581,NC,Stacy,"Morehead City, NC",Carteret County,2011,124672.0616,192
28582,NC,Stella,"Jacksonville, NC",Onslow County,2011,230755.4805,1692
28584,NC,0,"Morehead City, NC",Carteret County,2011,221091.7243,11005
28585,NC,Trenton,"New Bern, NC",Jones County,2011,54014.21383,3400
28586,NC,Vanceboro,"New Bern, NC",Craven County,2011,101566.7913,7457
28587,NC,Vandemere,"New Bern, NC",Pamlico County,2011,0,379
28590,NC,Winterville,"Greenville, NC",Pitt County,2011,164714.9605,22843
28594,NC,Emerald Isle,"Morehead City, NC",Carteret County,2011,425685.3444,3639
28601,NC,Hickory,"Hickory-Lenoir-Morganton, NC",Catawba County,2011,142981.2008,50445
28602,NC,Hickory,"Hickory-Lenoir-Morganton, NC",Catawba County,2011,107543.3084,29052
28604,NC,Banner Elk,0,Avery County,2011,246857.5697,6785
28605,NC,Blowing Rock,"Boone, NC",Watauga County,2011,375476.4494,3665
28606,NC,Boomer,"North Wilkesboro, NC",Wilkes County,2011,98320.27804,1660
28607,NC,Boone,"Boone, NC",Watauga County,2011,242905.1565,32442
28609,NC,Catawba,"Hickory-Lenoir-Morganton, NC",Catawba County,2011,129491.6972,5595
28610,NC,Claremont,"Hickory-Lenoir-Morganton, NC",Catawba County,2011,105046.3661,8754
